council_id,ons_code,slug,name,type,county,region,principal_authority,source
34081,E04013337,little-stanion-parish-council,Little Stanion Parish Council,parish,Northamptonshire,East Midlands,North Northamptonshire,excel
30427,,little-stanney-and-district-parish-council,Little Stanney and District Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
30468,E04012982,little-stanney-parish-council,Little Stanney Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
30027,E04011898,little-staughton-parish-council,Little Staughton Parish Council,parish,Bedford,East of England,Bedford,excel
36065,E04005448,little-stretton-parish-council,Little Stretton Parish Council,parish,Harborough,East Midlands,Harborough,excel
30868,E04012962,little-strickland-parish-meeting,Little Strickland Parish Meeting,parish_meeting,Cumbria,North West,Westmorland & Furness,excel
33043,E04005860,little-sutton-parish-council,Little Sutton Parish Council,parish,Lincolnshire,East Midlands,South Holland,excel
34732,E04008308,little-tew-parish-meeting,Little Tew Parish Meeting,parish_meeting,Oxfordshire,South East,West Oxfordshire,excel
4559,E04009337,little-thurlow-parish-council,Little Thurlow Parish Council,parish,Suffolk,East of England,West Suffolk,excel
31056,E04003275,little-torrington-parish-council,Little Torrington Parish Council,parish,Devon,South West,Torridge,excel
6290,E04009109,little-waldingfield-parish-council,Little Waldingfield Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
30305,E04010964,little-warford-parish-council,Little Warford Parish Council,parish,Cheshire,North West,Cheshire East,excel
35224,E04009338,little-whelnetham-parish-council,Little Whelnetham Parish Council,parish,Suffolk,East of England,West Suffolk,excel
30163,E04001820,little-wilbraham-parish-council,Little Wilbraham Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
36067,E04006236,little-witchingham-parish-council,Little Witchingham Parish Council,parish,,East of England,Broadland,excel
34598,E04008144,little-wittenham-parish-meeting,Little Wittenham Parish Meeting,parish_meeting,Oxfordshire,South East,South Oxfordshire,excel
36565,E04009753,little-wolford-parish-council,Little Wolford Parish Council,parish,Stratford-on-Avon,West Midlands,Stratford-on-Avon,excel
7065,E04012719,little-wratting-parish-meeting,Little Wratting Parish Meeting,parish_meeting,Suffolk,East of England,West Suffolk,excel
4103,,littlebourne,Littlebourne,parish,Kent,South East,Canterbury,excel
32516,E04004880,littlebourne-parish-council,Littlebourne Parish Council,parish,Kent,South East,Canterbury,excel
4633,,littlebury,Littlebury,parish,Essex,East of England,Uttlesford,excel
31745,E04004153,littlebury-parish-council,Littlebury Parish Council,parish,Essex,East of England,Uttlesford,excel
31843,E04004310,littledean-parish-council,Littledean Parish Council,parish,Gloucestershire,South West,Forest of Dean,excel
37124,E04009867,littlehampton-parish-council,Littlehampton Parish Council,parish,West Sussex,South East,Arun,excel
5088,E04003160,littlehempston-parish-council,Littlehempston Parish Council,parish,Devon,South West,South Hams & West Devon,excel
34766,E04008097,littlemore-parish-council,Littlemore Parish Council,parish,Oxfordshire,South East,Oxford,excel
33744,E04007380,littlethorpe-parish-council,Littlethorpe Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4664,E04004674,littleton-and-harestock-parish-council,Littleton and Harestock Parish Council,parish,Hampshire,South East,Winchester,excel
30428,E04012550,littleton-parish-council,Littleton Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
32295,,littlewood-green-and-baldock-parish-council,Littlewood Green and Baldock Parish Council,parish,Hertfordshire,East of England,East Hertfordshire,excel
34667,E04008227,littleworth-parish-meeting,Littleworth Parish Meeting,parish_meeting,Oxfordshire,South East,Vale of White Horse,excel
4929,E04002781,litton-parish-council,Litton Parish Council,parish,Derbyshire,East Midlands,Derbyshire Dales,excel
5027,,litton-parish-council-1,Litton Parish Council,parish,Somerset,South West,Somerset,excel
5485,,litton-parish-meeting,Litton (Parish Meeting),parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
5869,,llanfairwaterdine-parish-council,Llanfairwaterdine Parish Council,parish,Shropshire,West Midlands,Shropshire,excel
32156,E04000812,llangarron-parish-council,Llangarron Parish Council,parish,Herefordshire,West Midlands,Herefordshire,excel
32236,,llanwarne-and-district-group-parish-council,Llanwarne and District Group Parish Council,parish,Herefordshire,West Midlands,Herefordshire,excel
32157,,llanwarne-district-group-parish-council,Llanwarne & District Group Parish Council,parish,Herefordshire,West Midlands,Herefordshire,excel
33512,E04012103,locking-parish-council,Locking Parish Council,parish,North Somerset,South West,North Somerset,excel
5233,E04007602,lockton,Lockton,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
34082,E04005449,loddington-parish-council,Loddington Parish Council,parish,Northamptonshire,East Midlands,North Northamptonshire,excel
5089,E04003161,loddiswell-parish-council,Loddiswell Parish Council,parish,Devon,South West,South Hams & West Devon,excel
3608,E04006571,loddon-town-council,Loddon Town Council,town,Norfolk,East of England,South Norfolk & Broadland,excel
34782,E04000265,loftus-parish-council,Loftus Parish Council,parish,Redcar and Cleveland,North East,Redcar and Cleveland,excel
4478,E04008949,loggerheads-parish-council,Loggerheads Parish Council,parish,Staffordshire,West Midlands,Newcastle-under-Lyme,excel
30164,E04001821,lolworth-parish-council,Lolworth Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
32296,E04013285,london-colney-parish-council,London Colney Parish Council,parish,Hertfordshire,East of England,East Hertfordshire,excel
33513,E04012094,long-ashton-parish-council,Long Ashton Parish Council,parish,North Somerset,South West,North Somerset,excel
31287,E04013382,long-bredy-and-kingston-russell-parish-council,Long Bredy and Kingston Russell Parish Council,parish,Dorset,South West,Dorset,excel
34205,E04010516,long-buckby-parish-council,Long Buckby Parish Council,parish,Northamptonshire,East Midlands,West Northamptonshire,excel
36709,E04009754,long-compton-parish-council,Long Compton Parish Council,parish,Warwickshire,West Midlands,Stratford-on-Avon,excel
5532,E04001505,long-crendon-parish-council,Long Crendon Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
5790,E04007756,long-drax,Long Drax,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
4428,E04008723,long-load-parish-council,Long Load Parish Council,parish,Somerset,South West,Somerset,excel
5791,E04009756,long-marston,Long Marston,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
30869,E04002550,long-marton-parish-council,Long Marton Parish Council,parish,Cumbria,North West,Westmorland & Furness,excel
4500,E04009110,long-melford-parish-council,Long Melford Parish Council,parish,Suffolk,East of England,Babergh & Mid Suffolk,excel
31960,E04004244,long-newnton-parish-council,Long Newnton Parish Council,parish,Gloucestershire,South West,Cotswold,excel
5792,,long-preston,Long Preston,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33748,E04012306,long-preston-parish-council,Long Preston Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
3609,E04006572,long-stratton-town-council,Long Stratton Town Council,town,Norfolk,East of England,South Norfolk & Broadland,excel
4880,E04005861,long-sutton-parish-council,Long Sutton Parish Council,parish,Somerset,South West,Somerset,excel
32874,E04005556,long-whatton-and-diseworth-parish-council,Long Whatton and Diseworth Parish Council,parish,Leicestershire,East Midlands,North West Leicestershire,excel
34599,E04012486,long-wittenham-parish-council,Long Wittenham Parish Council,parish,Oxfordshire,South East,South Oxfordshire,excel
5438,E04011758,longbridge-deverill-parish-council,Longbridge Deverill Parish Council,parish,Wiltshire,South West,Wiltshire,excel
34668,E04012509,longcot-parish-council,Longcot Parish Council,parish,Oxfordshire,South East,Vale of White Horse,excel
37212,,longdon-queenhill-and-holdfast-parish-council,"Longdon, Queenhill and Holdfast Parish Council",parish,Worcestershire,West Midlands,Malvern Hills,excel
32646,E04012919,longfield-and-new-barn-parish-council,Longfield and New Barn Parish Council,parish,Kent,South East,Dartford,excel
5592,E04013267,longford-parish-council,Longford Parish Council,parish,Derbyshire,East Midlands,Derbyshire Dales,excel
34335,E04010822,longframlington-parish-council,Longframlington Parish Council,parish,Northumberland,North East,Northumberland,excel
4141,E04006141,longham-parish-council,Longham Parish Council,parish,Norfolk,East of England,Breckland,excel
31844,E04004311,longhope-parish-council,Longhope Parish Council,parish,Gloucestershire,South West,Forest of Dean,excel
34337,E04010824,longhorsley-parish-council,Longhorsley Parish Council,parish,Northumberland,North East,Northumberland,excel
31893,E04004364,longney-and-epney-parish-council,Longney and Epney Parish Council,parish,Gloucestershire,South West,Stroud,excel
4000,E04009052,longnor-parish-council,Longnor Parish Council,parish,Derbyshire,East Midlands,High Peak,excel
5320,,longnor-parish-council-1,Longnor Parish Council,parish,Staffordshire,West Midlands,Staffordshire,excel
5170,E04012849,longparish-parish-council,Longparish Parish Council,parish,Hampshire,South East,Test Valley,excel
4001,E04009053,longsdon-parish-council,Longsdon Parish Council,parish,Derbyshire,East Midlands,High Peak,excel
5321,,longsdon-parish-council-1,Longsdon Parish Council,parish,Staffordshire,West Midlands,Staffordshire,excel
36068,,longsle-parish-council,Longsle Parish Council,parish,,North West,,excel
30165,E04013119,longstanton-parish-council,Longstanton Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
30166,E04001823,longstowe-parish-council,Longstowe Parish Council,parish,Cambridgeshire,East of England,South Cambridgeshire,excel
5533,E04001609,longwick-cum-ilmer-parish-council,Longwick cum Ilmer Parish Council,parish,Buckinghamshire,South East,Buckinghamshire,excel
34669,E04012132,longworth-parish-council,Longworth Parish Council,parish,Oxfordshire,South East,Vale of White Horse,excel
3555,E04013066,looe-town-council,Looe Town Council,town,Cornwall,South West,Cornwall,excel
32588,E04013405,loose-parish-council,Loose Parish Council,parish,Kent,South East,Maidstone,excel
4429,E04008725,lopen-parish-council,Lopen Parish Council,parish,Somerset,South West,Somerset,excel
5265,E04011307,loppington-parish-council,Loppington Parish Council,parish,Shropshire,West Midlands,Shropshire,excel
30751,E04002420,lorton-parish-council,Lorton Parish Council,parish,Cumbria,North West,Cumberland,excel
30429,E04012551,lostock-gralam-parish-council,Lostock Gralam Parish Council,parish,Cheshire West and Chester,North West,Cheshire West and Chester,excel
4991,,lothersdale,Lothersdale,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33749,E04012307,lothersdale-parish-council,Lothersdale Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
33198,E04012188,loughton-great-holm-parish-council,Loughton & Great Holm Parish Council,parish,Milton Keynes,South East,Milton Keynes,excel
31639,E04004040,loughton-town-council,Loughton Town Council,town,Essex,East of England,Epping Forest,excel
34433,E04009503,lound-parish-council,Lound Parish Council,parish,Nottinghamshire,East Midlands,Bassetlaw,excel
33045,E04005681,louth-parish-council,Louth Parish Council,parish,Lincolnshire,East Midlands,East Lindsey,excel
36069,E04007498,low-abbotside-parish-council,Low Abbotside Parish Council,parish,,Yorkshire and the Humber,North Yorkshire,excel
36070,E04005682,low-toynton-parish-council,Low Toynton Parish Council,parish,,South West,East Lindsey,excel
33972,E04007222,low-worsall-parish-council,Low Worsall Parish Council,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
6909,E04007925,lowdham-parish-council,Lowdham Parish Council,parish,Nottinghamshire,East Midlands,Newark & Sherwood,excel
37028,E04009958,lower-beeding-parish-council,Lower Beeding Parish Council,parish,West Sussex,South East,Horsham,excel
32589,E04005059,lower-halstow-parish-council,Lower Halstow Parish Council,parish,Kent,South East,Swale,excel
34514,E04008060,lower-heyford-parish-council,Lower Heyford Parish Council,parish,Oxfordshire,South East,Cherwell,excel
4800,E04008973,lower-penn-parish-council,Lower Penn Parish Council,parish,Staffordshire,West Midlands,Staffordshire,excel
5793,,lower-washburn,Lower Washburn,parish,North Yorkshire,Yorkshire and the Humber,North Yorkshire,excel
30307,E04010965,lower-withington-parish-council,Lower Withington Parish Council,parish,Cheshire,North West,Cheshire East,excel
36071,E04005450,lowesby-parish-council,Lowesby Parish Council,parish,Harborough,East Midlands,Harborough,excel
35276,E04012678,lowestoft-parish-council,Lowestoft Parish Council,parish,Suffolk,East of England,East Suffolk,excel
34083,,lowick-and-slipton-parish-council,Lowick and Slipton Parish Council,parish,Northamptonshire,East Midlands,North Northamptonshire,excel
30754,E04012140,lowside-quarter-parish-council,Lowside Quarter Parish Council,parish,Cumbria,North West,Cumberland,excel
30872,E04002551,lowther-parish-council,Lowther Parish Council,parish,Cumbria,North West,Westmorland & Furness,excel
31057,E04003037,loxbeare-parish-council,Loxbeare Parish Council,parish,Devon,South West,Mid Devon,excel
36711,E04009757,loxley-parish-council,Loxley Parish Council,parish,Warwickshire,West Midlands,Stratford-on-Avon,excel
4430,E04008844,luccombe-parish-council,Luccombe Parish Council,parish,Somerset,South West,Somerset,excel
36072,E04005060,luddenham-parish-council,Luddenham Parish Council,parish,Swale,South East,Swale,excel
32590,E04004937,luddesdown-parish-council,Luddesdown Parish Council,parish,Kent,South East,Gravesham,excel
3725,E04001507,ludgershall-town-council,Ludgershall Town Council,town,Wiltshire,South West,Wiltshire,excel
3875,E04013067,ludgvan-parish-council,Ludgvan Parish Council,parish,Cornwall,South West,Cornwall,excel
