council_id,slug,name,type,county,region,website_url,audit_status
6711,west-anstey-parish-meeting,West Anstey Parish Meeting,parish_meeting,Devon,South West,,under_audit
33168,west-ashby-parish-council,West Ashby Parish Council,parish,Lincolnshire,East Midlands,,under_audit
6586,west-ashton-parish-council,West Ashton Parish Council,parish,Wiltshire,South West,https://west-ashton.org.uk/,verified
30660,west-auckland-parish-council,West Auckland Parish Council,parish,County Durham,North East,,under_audit
5839,west-ayton,West Ayton,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
4776,west-bagborough-parish-council,West Bagborough Parish Council,parish,Somerset,South West,https://westbagboroughparish.uk,verified
36349,west-barkwith-parish-council,West Barkwith Parish Council,parish,,Yorkshire and the Humber,,under_audit
33478,west-beckham-parish-council,West Beckham Parish Council,parish,Norfolk,East of England,,under_audit
34389,west-bedlington-parish-council,West Bedlington Parish Council,parish,Northumberland,North East,https://www.westbedlingtontowncouncil.gov.uk,verified
,west-bergholt-parish,West Bergholt,parish,,,,under_audit
33205,west-bletchley-parish-council,West Bletchley Parish Council,parish,Milton Keynes,South East,,under_audit
32766,west-bradford-parish-council,West Bradford Parish Council,parish,Lancashire,North West,,under_audit
7061,west-bradley-parish-meeting,West Bradley Parish Meeting,parish_meeting,Somerset,South West,,under_audit
,west-bretton-parish,West Bretton,parish,,,https://www.westbrettonparishcouncil.gov.uk/,under_audit
,west-buckfastleigh-parish,West Buckfastleigh,parish,,,,under_audit
3689,west-buckland-parish-council,West Buckland Parish Council,parish,Somerset,South West,http://www.westbuckland.org/west-buckland-parish-council/,verified
36350,west-burton-parish-council,West Burton Parish Council,parish,Bassetlaw,East Midlands,,under_audit
,west-butterwick-parish,West Butterwick,parish,,,,under_audit
33479,west-caister-parish-council,West Caister Parish Council,parish,Norfolk,East of England,,under_audit
4456,west-camel-parish-council,West Camel Parish Council,parish,Somerset,South West,https://www.westcamel.org.uk/,verified
,west-challow-parish,West Challow,parish,,,,under_audit
,west-chelborough-parish,West Chelborough,parish,,,,under_audit
,west-chiltington-parish,West Chiltington,parish,,,,under_audit
35368,west-clandon-parish-council,West Clandon Parish Council,parish,Surrey,South East,,under_audit
3752,west-coker-parish-council,West Coker Parish Council,parish,Somerset,South West,https://www.westcoker.net/home-page/wcpc/,verified
,west-compton-parish,West Compton,parish,,,,under_audit
4457,west-crewkerne-parish-council,West Crewkerne Parish Council,parish,Somerset,South West,https://westcrewkerne-pc.org.uk/,verified
7015,west-dean-parish-meeting,West Dean Parish Meeting,parish,Hampshire,South East,,under_audit
,west-deeping-parish,West Deeping,parish,,,,under_audit
33408,west-dereham-parish-council,West Dereham Parish Council,parish,Norfolk,East of England,,under_audit
5079,west-down-parish-council,West Down Parish Council,parish,Devon,South West,https://www.westdownparishcouncil.org.uk,verified
34463,west-drayton-parish-council,West Drayton Parish Council,parish,Nottinghamshire,East Midlands,,under_audit
,west-end-parish-2,West End,parish,,,,under_audit
,west-farleigh-parish,West Farleigh,parish,,,,under_audit
,west-felton-parish,West Felton,parish,,,,under_audit
,west-fen-parish,West Fen,parish,,,,under_audit
36351,west-firsby-parish-council,West Firsby Parish Council,parish,,Yorkshire and the Humber,,under_audit
37046,west-grinstead-parish-council,West Grinstead Parish Council,parish,West Sussex,South East,https://www.westgrinstead-pc.gov.uk,verified
6741,west-haddlesey-parish-meeting,West Haddlesey (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
34249,west-haddon-parish-council,West Haddon Parish Council,parish,Northamptonshire,East Midlands,https://www.westhaddonparishcouncil.gov.uk/,verified
,west-hagbourne-parish,West Hagbourne,parish,,,,under_audit
,west-hallam-parish,West Hallam,parish,,,,under_audit
,west-halton-parish,West Halton,parish,,,,under_audit
,west-hanney-parish,West Hanney,parish,,,,under_audit
,west-hanningfield-parish,West Hanningfield,parish,,,,under_audit
36352,west-hardwick-parish-council,West Hardwick Parish Council,parish,Wakefield,Yorkshire and the Humber,,under_audit
,west-harlsey-parish,West Harlsey,parish,,,,under_audit
,west-harptree-parish,West Harptree,parish,,,,under_audit
4458,west-hatch-parish-council,West Hatch Parish Council,parish,Somerset,South West,https://www.westhatchparish.gov.uk,verified
34020,west-hauxwell-parish-council,West Hauxwell Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
34685,west-hendred-parish-council,West Hendred Parish Council,parish,Oxfordshire,South East,,under_audit
,west-hill-parish,West Hill,parish,,,https://www.westhillparishcouncil.gov.uk/,under_audit
37075,west-hoathly-parish-council,West Hoathly Parish Council,parish,West Sussex,South East,https://www.westhoathly-pc.gov.uk,under_audit_with_url
,west-horndon-parish,West Horndon,parish,,,,under_audit
35369,west-horsley-parish-council,West Horsley Parish Council,parish,Surrey,South East,,under_audit
,west-hunsbury-parish,West Hunsbury,parish,,,https://westhunsburyparishcouncil.gov.uk/,under_audit
3690,west-huntspill-parish-council,West Huntspill Parish Council,parish,Somerset,South West,https://www.westhuntspillpc.co.uk/,verified
36996,west-ilsley-parish-council,West Ilsley Parish Council,parish,West Berkshire,South East,https://www.westilsleyparishcouncil.gov.uk,verified
37098,west-itchenor-parish-council,West Itchenor Parish Council,parish,West Sussex,South East,,under_audit
,west-keal-parish,West Keal,parish,,,,under_audit
32437,west-kingsdown-parish-council,West Kingsdown Parish Council,parish,Kent,South East,https://www.westkingsdownpc.org.uk,under_audit_with_url
,west-knighton-parish,West Knighton,parish,,,,under_audit
6587,west-knoyle-parish-council,West Knoyle Parish Council,parish,Wiltshire,South West,,under_audit
32677,west-lancashire-borough-council,West Lancashire Borough Council,parish,Lancashire,North West,,under_audit
,west-langton-parish,West Langton,parish,,,,under_audit
6588,west-lavington-parish-council,West Lavington Parish Council,parish,Wiltshire,South West,https://www.westlavington.org.uk/,under_audit
36354,west-layton-parish-council,West Layton Parish Council,parish,,Yorkshire and the Humber,,under_audit
6753,west-leake-parish-meeting,West Leake Parish Meeting,parish_meeting,Nottinghamshire,East Midlands,,under_audit
,west-lulworth-parish,West Lulworth,parish,,,,under_audit
4673,west-malling-parish-council,West Malling Parish Council,parish,Kent,South East,https://www.westmalling-pc.gov.uk,verified
,west-malvern-parish,West Malvern,parish,,,,under_audit
34464,west-markham-parish-council,West Markham Parish Council,parish,Nottinghamshire,East Midlands,,under_audit
6406,west-meon-parish-council,West Meon Parish Council,parish,Hampshire,South East,,under_audit
,west-mersea-parish,West Mersea,parish,,,,under_audit
4455,west-middle-chinnock-parish-council,West & Middle Chinnock Parish Council,parish,Somerset,South West,https://www.westandmiddlechinnock.co.uk,verified
4777,west-monkton-parish-council,West Monkton Parish Council,parish,Somerset,South West,https://www.westmonktonparishcouncil.gov.uk,verified
,west-moors-parish,West Moors,parish,,,,under_audit
36355,west-orchard-parish-council,West Orchard Parish Council,parish,Dorset,South West,,under_audit
,west-overton-parish,West Overton,parish,,,,under_audit
,west-parley-parish,West Parley,parish,,,,under_audit
,west-peckham-parish,West Peckham,parish,,,,under_audit
3691,west-pennard-parish-council,West Pennard Parish Council,parish,Somerset,South West,https://www.westpennard.org.uk/,verified
,west-putford-parish,West Putford,parish,,,,under_audit
4459,west-quantoxhead-parish-council,West Quantoxhead Parish Council,parish,Somerset,South West,http://www.westquantoxheadpc.co.uk/,verified
,west-rainton-and-leamside-parish,West Rainton and Leamside,parish,,,,under_audit
36356,west-rasen-parish-council,West Rasen Parish Council,parish,,Yorkshire and the Humber,,under_audit
36357,west-ravendale-parish-council,West Ravendale Parish Council,parish,North East Lincolnshire,Yorkshire and the Humber,,under_audit
34021,west-rounton-parish-council,West Rounton Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
4852,west-row-parish-council,West Row Parish Council,parish,Suffolk,East of England,https://www.westrow-pc.gov.uk,verified
33409,west-rudham-parish-council,West Rudham Parish Council,parish,Norfolk,East of England,https://westrudhamparishcouncil.gov.uk/,under_audit
6146,west-scrafton-parish-meeting,West Scrafton (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
,west-stafford-parish,West Stafford,parish,,,,under_audit
,west-stockwith-parish,West Stockwith,parish,,,,under_audit
,west-stour-parish,West Stour,parish,,,,under_audit
,west-stow-parish,West Stow,parish,,,,under_audit
35383,west-swindon-parish-council,West Swindon Parish Council,parish,Swindon,South West,,under_audit
34022,west-tanfield-parish-council,West Tanfield Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
,west-thorney-parish,West Thorney,parish,,,,under_audit
6589,west-tisbury-parish-council,West Tisbury Parish Council,parish,Wiltshire,South West,,under_audit
,west-tisted-parish,West Tisted,parish,,,,under_audit
33171,west-torrington-parish-council,West Torrington Parish Council,parish,Lincolnshire,East Midlands,,under_audit
6873,west-tytherley-and-frenchmoor-parish-council,West Tytherley and Frenchmoor Parish Council,parish,Hampshire,South East,,under_audit
,west-tytherley-parish,West Tytherley,parish,,,,under_audit
33410,west-walton-parish-council,West Walton Parish Council,parish,Norfolk,East of England,https://westwaltonparishcouncil.gov.uk/,under_audit
30194,west-wickham-parish-council,West Wickham Parish Council,parish,Cambridgeshire,East of England,,under_audit
33411,west-winch-parish-council,West Winch Parish Council,parish,Norfolk,East of England,,under_audit
37100,west-wittering-parish-council,West Wittering Parish Council,parish,West Sussex,South East,https://www.westwitteringparishcouncil.gov.uk/,under_audit
33901,west-witton-parish-council,West Witton Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
,west-woodhay-parish,West Woodhay,parish,,,,under_audit
,west-wratting-parish,West Wratting,parish,,,,under_audit
3814,west-wycombe-parish-council,West Wycombe Parish Council,parish,Buckinghamshire,South East,https://www.westwycombeparishcouncil.gov.uk,verified
,westbere-parish,Westbere,parish,,,https://westbereparishcouncil.gov.uk/,verified
,westborough-and-dry-doddington-parish,Westborough and Dry Doddington,parish,,,,under_audit
4682,westborough-dry-doddington-parish-council,Westborough & Dry Doddington Parish Council,parish,Lincolnshire,East Midlands,https://www.westborough-dry-doddington-pc.gov.uk,under_audit_with_url
,westbourne-parish,Westbourne,parish,,,https://westbourne.org.uk/,verified
31862,westbury-on-severn-parish-council,Westbury on Severn Parish Council,parish,Gloucestershire,South West,https://westburyonsevernparishcouncil.gov.uk/,verified
4387,westbury-parish-council-1,Westbury Parish Council,parish,Shropshire,West Midlands,http://www.westburytowncouncil.gov.uk,verified
3815,westbury-parish-council,Westbury Parish Council,parish,Buckinghamshire,South East,http://www.westburytowncouncil.gov.uk,verified
3730,westbury-town-council,Westbury Town Council,town,Wiltshire,South West,http://www.westburytowncouncil.gov.uk,verified
,westby-with-plumptons-parish,Westby-with-Plumptons,parish,,,,under_audit
34754,westcot-barton-parish-meeting,Westcot Barton Parish Meeting,parish_meeting,Oxfordshire,South East,,under_audit
31821,westcote-parish-meeting,Westcote Parish Meeting,parish_meeting,Gloucestershire,South West,,under_audit
4925,westcott-parish-council,Westcott Parish Council,parish,Buckinghamshire,South East,https://www.westcottparishcouncil.gov.uk,verified
34023,westerdale-parish-council,Westerdale Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
,westerfield-parish,Westerfield,parish,,,https://www.westerfieldparishcouncil.gov.uk/,under_audit
32436,westerham-town-council,Westerham Town Council,town,Kent,South East,https://westerhamtowncouncil.gov.uk/,verified
,westerleigh-and-coalpit-heath-parish,Westerleigh and Coalpit Heath,parish,,,,under_audit
34686,western-valley-parish-council,Western Valley Parish Council,parish,Oxfordshire,South East,https://www.WesternValleyParish.gov.uk,verified
4606,westfield-parish-council,Westfield Parish Council,parish,East Sussex,South East,https://www.westfieldcouncil.org.uk,under_audit_with_url
32654,westgate-on-sea-parish-council,Westgate-on-Sea Parish Council,parish,Kent,South East,,under_audit
,westhall-parish,Westhall,parish,,,https://westhallparishcouncil.gov.uk/,verified
4057,westham-parish-council,Westham Parish Council,parish,East Sussex,South East,https://www.westhamparishcouncil.org.uk,verified
,westhampnett-parish,Westhampnett,parish,,,https://www.westhampnett-pc.gov.uk/community/westhampnett-parish-council-20656/home/,verified
36358,westhide-parish-council,Westhide Parish Council,parish,,Yorkshire and the Humber,,under_audit
4822,westhorpe-parish-council,Westhorpe Parish Council,parish,Suffolk,East of England,https://westhorpeparishcouncil.gov.uk/useful-contacts/,verified
30059,westhoughton-parish-council,Westhoughton Parish Council,parish,Bolton,North West,,under_audit
,westleigh-parish,Westleigh,parish,,,,under_audit
,westleton-parish,Westleton,parish,,,https://www.westletonparishcouncil.gov.uk/,under_audit
6060,westley-parish-council,Westley Parish Council,parish,Suffolk,East of England,,under_audit
,westley-waterless-parish,Westley Waterless,parish,,,,under_audit
,westlinton-parish,Westlinton,parish,,,https://www.westlinton-pc.gov.uk/,verified
5952,westmeston-parish-council-1,Westmeston Parish Council,parish,East Sussex,South East,,under_audit
,westmeston-parish,Westmeston,parish,,,https://www.westmeston.org.uk/,verified
32363,westmill-parish-council,Westmill Parish Council,parish,Hertfordshire,East of England,https://westmillpc.org.uk/,verified
,westnewton-parish,Westnewton,parish,,,https://www.westnewtonpc.org.uk/,verified
30362,weston-and-crewe-green-parish-council,Weston and Crewe Green Parish Council,parish,Cheshire East,North West,,under_audit
34251,weston-and-weedon-lois-parish-council,Weston and Weedon Lois Parish Council,parish,Northamptonshire,East Midlands,,under_audit
,weston-and-weedon-parish,Weston and Weedon,parish,,,,under_audit
32205,weston-beggard-parish-council,Weston Beggard Parish Council,parish,Herefordshire,West Midlands,,under_audit
30134,weston-by-welland-parish-council,Weston by Welland Parish Council,parish,Cambridgeshire,East of England,https://www.westonbywelland-pc.gov.uk,under_audit_with_url
30196,weston-colville-parish-council,Weston Colville Parish Council,parish,Cambridgeshire,East of England,,under_audit
7008,weston-corbett-parish-meeting,Weston Corbett Parish Meeting,parish_meeting,Hampshire,South East,,under_audit
30350,weston-crewe-green-parish-council,Weston & Crewe Green Parish Council,parish,Cheshire,North West,,under_audit
,weston-in-gordano-parish,Weston-in-Gordano,parish,,,,under_audit
5208,weston-longville-parish-council,Weston Longville Parish Council,parish,Norfolk,East of England,https://www.westonlongville-pc.gov.uk,verified
,weston-on-avon-parish,Weston-on-Avon,parish,,,,under_audit
,weston-on-the-green-parish,Weston-on-the-Green,parish,,,,under_audit
6923,weston-parish-council,Weston Parish Council,parish,Kent,South East,https://www.westonpc.org.uk,under_audit_with_url
7009,weston-patrick-parish-meeting,Weston Patrick Parish Meeting,parish_meeting,Hampshire,South East,,under_audit
4388,weston-rhyn-parish-council,Weston Rhyn Parish Council,parish,Shropshire,West Midlands,https://www.westonrhynparishcouncil.gov.uk/,verified
31982,weston-subedge-parish-council,Weston Subedge Parish Council,parish,Gloucestershire,South West,,under_audit
33516,weston-super-mare-parish-council,Weston-super-Mare Parish Council,parish,North Somerset,South West,,under_audit
3816,weston-turville-parish-council,Weston Turville Parish Council,parish,Buckinghamshire,South East,https://www.westonturville-pc.gov.uk,verified
32206,weston-under-penyard-parish-council,Weston-under-Penyard Parish Council,parish,Herefordshire,West Midlands,,under_audit
4389,weston-under-redcastle-parish-council,Weston under Redcastle Parish Council,parish,Shropshire,West Midlands,https://westonunderredcastleparish.gov.uk/,verified
36943,weston-under-wetherley-parish-council,Weston under Wetherley Parish Council,parish,Warwickshire,West Midlands,,under_audit
,weston-underwood-parish-2,Weston Underwood,parish,,,,under_audit
,weston-upon-trent-parish,Weston upon Trent,parish,,,,under_audit
4809,weston-with-gayton-parish-council,Weston with Gayton Parish Council,parish,Staffordshire,West Midlands,https://westongayton-pc.gov.uk/,verified
31983,westonbirt-with-lasborough-parish-council,Westonbirt with Lasborough Parish Council,parish,Gloucestershire,South West,,under_audit
30225,westoning-parish-council,Westoning Parish Council,parish,Central Bedfordshire,East of England,https://www.westoningparishcouncil.gov.uk/,verified
3692,westonzoyland-parish-council,Westonzoyland Parish Council,parish,Somerset,South West,https://www.westonzoylandparishcouncil.org.uk/,verified
5840,westow,Westow,parish,North Yorkshire,Yorkshire and the Humber,https://westow.org.uk/,verified
36359,westrill-and-starmore-parish-council,Westrill and Starmore Parish Council,parish,Harborough,East Midlands,,under_audit
30789,westward-parish-council,Westward Parish Council,parish,Cumbria,North West,https://www.westward-pc.gov.uk,verified
32498,westwell-parish-council,Westwell Parish Council,parish,Kent,South East,https://www.westwellparishcouncil.gov.uk/community/westwell-parish-council-12609/home/,verified
33315,westwick-parish-meeting,Westwick Parish Meeting,parish_meeting,Norfolk,East of England,,under_audit
5476,westwood-parish-council,Westwood Parish Council,parish,Wiltshire,South West,https://www.westwoodparishcouncil.gov.uk,verified
30790,wetheral-parish-council,Wetheral Parish Council,parish,Cumbria,North West,https://wetheral-pc.gov.uk/,verified
32792,wetherby-parish-council,Wetherby Parish Council,parish,Leeds,Yorkshire and the Humber,https://www.wetherbytowncouncil.gov.uk/,under_audit
,wetherden-parish,Wetherden,parish,,,https://wetherdenparishcouncil.gov.uk/,verified
,wetheringsett-cum-brockford-parish,Wetheringsett-cum-Brockford,parish,,,,under_audit
,wethersfield-parish,Wethersfield,parish,,,https://wethersfield-pc.gov.uk/,verified
30380,wettenhall-parish-council,Wettenhall Parish Council,parish,Cheshire East,North West,,under_audit
5340,wetton-parish-council-1,Wetton Parish Council,parish,Staffordshire,West Midlands,http://wettonparishcouncil.btck.co.uk/,under_audit_with_url
,wetton-parish,Wetton,parish,,,,under_audit
31621,wetwang-parish-council,Wetwang Parish Council,parish,East Riding of Yorkshire,Yorkshire and the Humber,https://www.wetwang.org.uk/,verified
,wexham-court-parish,Wexham Court,parish,,,,under_audit
,wexham-parish,Wexham,parish,,,https://wexhamparishcouncil.gov.uk/,verified
,weybourne-parish,Weybourne,parish,,,https://weybourne-pc.gov.uk/,verified
5059,weybread-parish-council,Weybread Parish Council,parish,Suffolk,East of England,https://www.weybreadparishcouncil.gov.uk,verified
,weymouth-parish,Weymouth,parish,,,https://www.weymouthtowncouncil.gov.uk/,verified
,whaddon-parish-2,Whaddon,parish,,,,under_audit
3580,whaley-bridge-town-council,Whaley Bridge Town Council,town,Derbyshire,East Midlands,https://www.whaleybridgetowncouncil.gov.uk,verified
,whalley-parish,Whalley,parish,,,https://www.whalleypc.org.uk/,verified
34390,whalton-parish-council,Whalton Parish Council,parish,Northumberland,North East,https://www.whaltonparishcouncil.gov.uk,verified
33173,whaplode-parish-council,Whaplode Parish Council,parish,Lincolnshire,East Midlands,,under_audit
33903,wharram-parish-council,Wharram Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
30915,wharton-parish-meeting,Wharton Parish Meeting,parish_meeting,Cumbria,North West,,under_audit
6697,whashton-parish-meeting,Whashton (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
,whatcote-parish,Whatcote,parish,,,,under_audit
5052,whatfield-parish-council,Whatfield Parish Council,parish,Suffolk,East of England,https://www.whatfield.suffolk.gov.uk,under_audit_with_url
,whatley-parish,Whatley,parish,,,,under_audit
,whatlington-parish,Whatlington,parish,,,https://www.whatlingtonparishcouncil.gov.uk/community/whatlington-parish-council-7964/home/,verified
6942,whatton-in-the-vale-parish-council,Whatton-in-the-Vale Parish Council,parish,Nottinghamshire,East Midlands,,under_audit
33480,wheatacre-parish-council,Wheatacre Parish Council,parish,Norfolk,East of England,,under_audit
34632,wheatfield-parish-meeting,Wheatfield Parish Meeting,parish_meeting,Oxfordshire,South East,,under_audit
32364,wheathampstead-parish-council,Wheathampstead Parish Council,parish,Hertfordshire,East of England,https://wheathampstead-pc.gov.uk/,verified
4390,wheathill-parish-council,Wheathill Parish Council,parish,Shropshire,West Midlands,https://www.wheathill-pc.gov.uk,verified
,wheatley-hill-parish,Wheatley Hill,parish,,,https://wheatleyhillparishcouncil.gov.uk/,verified
34633,wheatley-parish-council,Wheatley Parish Council,parish,Oxfordshire,South East,https://www.wheatleyparishcouncil.gov.uk,verified
31954,wheatpieces-parish-council,Wheatpieces Parish Council,parish,Gloucestershire,South West,,under_audit
,wheelton-parish,Wheelton,parish,,,,under_audit
,wheldrake-parish,Wheldrake,parish,,,https://wheldrake-pc.gov.uk/,verified
6812,whenby-parish-meeting,Whenby (Parish Meeting),parish_meeting,North Yorkshire,Yorkshire and the Humber,,under_audit
6061,whepstead-parish-council,Whepstead Parish Council,parish,Suffolk,East of England,https://whepsteadparishcouncil.gov.uk/welcome-to-our-website/,verified
6043,wherstead-parish-council,Wherstead Parish Council,parish,Suffolk,East of England,,under_audit
,wherwell-parish,Wherwell,parish,,,,under_audit
,whessoe-parish,Whessoe,parish,,,https://whessoeparishcouncil.gov.uk/,verified
6091,wheston-parish-meeting,Wheston (Parish Meeting),parish_meeting,Derbyshire,East Midlands,,under_audit
,whetstone-parish,Whetstone,parish,,,https://www.whetstoneparishcouncil.gov.uk/,verified
30791,whicham-parish-council,Whicham Parish Council,parish,Cumbria,North West,https://www.whichamparishcouncil.org.uk,verified
,whichford-parish,Whichford,parish,,,,under_audit
34252,whilton-parish-council,Whilton Parish Council,parish,Northamptonshire,East Midlands,https://whilton-pc.gov.uk/,verified
,whimple-parish,Whimple,parish,,,https://www.whimpleparishcouncil.gov.uk/,verified
4158,whinburgh-and-westfield-parish-council,Whinburgh and Westfield Parish Council,parish,Norfolk,East of England,https://www.whinburghandwestfield-pc.gov.uk,verified
,whinfell-parish,Whinfell,parish,,,,under_audit
,whippingham-parish,Whippingham,parish,,,,under_audit
,whipsnade-parish,Whipsnade,parish,,,,under_audit
,whissendine-parish,Whissendine,parish,,,,under_audit
4159,whissonsett-parish-council,Whissonsett Parish Council,parish,Norfolk,East of England,https://www.whissonsettparishcouncil.gov.uk,verified
32678,whiston-parish-council,Whiston Parish Council,parish,Lancashire,North West,https://www.whistonparishcouncil.gov.uk/,verified
,whitbourne-parish,Whitbourne,parish,,,https://whitbourne.org.uk/,verified
34024,whitby-parish-council,Whitby Parish Council,parish,North Yorkshire,Yorkshire and the Humber,https://www.whitbytowncouncil.gov.uk/,under_audit
,whitchurch-canonicorum-parish,Whitchurch Canonicorum,parish,,,,under_audit
32208,whitchurch-ganarew-group-parish-council,Whitchurch & Ganarew Group Parish Council,parish,Herefordshire,West Midlands,,under_audit
34774,whitchurch-on-thames-parish-council-1,Whitchurch-on-thames Parish Council,parish,Oxfordshire,South East,,under_audit
5546,whitchurch-parish-council,Whitchurch Parish Council,parish,Buckinghamshire,South East,https://whitchurch.org.uk/,verified
4731,whitchurch-rural-parish-council,Whitchurch Rural Parish Council,parish,Shropshire,West Midlands,https://www.whitchurchrural-pc.gov.uk,verified
5496,whitchurch-town-council-1,Whitchurch Town Council,town,Shropshire,West Midlands,,under_audit
3711,whitchurch-town-council,Whitchurch Town Council,town,Hampshire,South East,https://www.whitchurch.gov.uk,under_audit_with_url
,whitchurch-urban-parish,Whitchurch Urban,parish,,,,under_audit
,whitcombe-parish,Whitcombe,parish,,,,under_audit
,white-colne-parish,White Colne,parish,,,,under_audit
,white-ladies-aston-parish,White Ladies Aston,parish,,,,under_audit
,white-notley-parish,White Notley,parish,,,,under_audit
4640,white-roding,White Roding,parish,Essex,East of England,https://www.whiterodingpc.org.uk,verified
,white-roothing-parish,White Roothing,parish,,,,under_audit
30053,white-waltham-parish-council,White Waltham Parish Council,parish,Berkshire,South East,,under_audit
30457,whitegate-and-marton-parish-council,Whitegate and Marton Parish Council,parish,Cheshire West and Chester,North West,,under_audit
30792,whitehaven-town-council,Whitehaven Town Council,town,Cumbria,North West,,under_audit
,whitehill-parish,Whitehill,parish,,,https://www.whitehilltowncouncil.gov.uk/,under_audit
33206,whitehouse-parish-council,Whitehouse Parish Council,parish,Milton Keynes,South East,https://whitehouse-cc.gov.uk/,verified
,whitelackington-parish,Whitelackington,parish,,,,under_audit
3715,whiteley-town-council,Whiteley Town Council,town,Hampshire,South East,https://whiteleytowncouncil.gov.uk/,verified
5477,whiteparish-parish-council,Whiteparish Parish Council,parish,Wiltshire,South West,https://www.whiteparish-pc.gov.uk,verified
31912,whiteshill-and-ruscombe-parish-council,Whiteshill and Ruscombe Parish Council,parish,Gloucestershire,South West,https://www.whiteshillandruscombe-pc.gov.uk,verified
7062,whitestaunton-parish-meeting,Whitestaunton Parish Meeting,parish_meeting,Somerset,South West,,under_audit
,whitestone-parish,Whitestone,parish,,,,under_audit
34253,whitfield-parish-meeting,Whitfield Parish Meeting,parish_meeting,Northamptonshire,East Midlands,https://www.northantsparishes.org.uk,under_audit_with_url
6037,whitgreave-parish-council,Whitgreave Parish Council,parish,Staffordshire,West Midlands,,under_audit
30458,whitley-parish-council,Whitley Parish Council,parish,Cheshire West and Chester,North West,https://www.whitleyparishcouncil.gov.uk/,verified
31913,whitminster-parish-council,Whitminster Parish Council,parish,Gloucestershire,South West,https://whitminsterpc.org.uk/,verified
5341,whitmore-parish-council,Whitmore Parish Council,parish,Staffordshire,West Midlands,https://www.whitmoreparishcouncil.co.uk/,verified
36945,whitnash-parish-council,Whitnash Parish Council,parish,Warwickshire,West Midlands,https://www.whitnashtowncouncil.gov.uk/,under_audit
,whitney-on-wye-parish,Whitney-on-Wye,parish,,,,under_audit
32044,whitsbury-parish-council,Whitsbury Parish Council,parish,Hampshire,South East,,under_audit
,whitstone-parish,Whitstone,parish,,,https://www.whitstoneparishcouncil.gov.uk/,verified
34391,whittingham-callaly-and-alnham-parish-council,Whittingham Callaly and Alnham Parish Council,parish,Northumberland,North East,,under_audit
,whittingham-parish-2,Whittingham,parish,,,,under_audit
5342,whittington-and-fisherwick-parish-council,Whittington and Fisherwick Parish Council,parish,Staffordshire,West Midlands,http://www.whittingtonandfisherwick.org.uk/,verified
4391,whittington-parish-council,Whittington Parish Council,parish,Shropshire,West Midlands,https://www.whittingtonparishcouncil.gov.uk,verified
31822,whittington-parish-meeting,Whittington Parish Meeting,parish_meeting,Gloucestershire,South West,https://www.whittingtonparishcouncil.gov.uk/,verified
,whittle-le-woods-parish,Whittle-le-Woods,parish,,,,under_audit
34254,whittlebury-parish-council,Whittlebury Parish Council,parish,Northamptonshire,East Midlands,https://www.whittlebury-pc.gov.uk,verified
30083,whittlesey-town-council,Whittlesey Town Council,town,Cambridgeshire,East of England,https://www.whittleseytowncouncil.gov.uk,verified
30204,whittlesford-parish-council,Whittlesford Parish Council,parish,Cambridgeshire,East of England,,under_audit
,whitton-and-tosson-parish,Whitton and Tosson,parish,,,,under_audit
,whitton-parish-2,Whitton,parish,,,,under_audit
5842,whitwell-on-the-hill-and-crambe,Whitwell on the Hill and Crambe,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
34025,whitwell-on-the-hill-parish-council,Whitwell-on-the-hill Parish Council,parish,North Yorkshire,Yorkshire and the Humber,,under_audit
6698,whitwell-parish-meeting,Whitwell (Parish Meeting),parish,North Yorkshire,Yorkshire and the Humber,https://whitwell-pc.gov.uk/,verified
32942,whitwick-parish-council,Whitwick Parish Council,parish,Leicestershire,East Midlands,https://whitwickpc.org.uk/,verified
,whitworth-parish,Whitworth,parish,,,,under_audit
4732,whixall-parish-council,Whixall Parish Council,parish,Shropshire,West Midlands,https://www.whixallparish.gov.uk,verified
5011,whixley,Whixley,parish,North Yorkshire,Yorkshire and the Humber,https://www.whixleyparishcouncil.gov.uk,under_audit_with_url
,whorlton-parish-2,Whorlton,parish,,,,under_audit
,whyteleafe-parish,Whyteleafe,parish,,,https://www.whyteleafe.org.uk/,verified
36361,wibtoft-parish-council,Wibtoft Parish Council,parish,Rugby,West Midlands,,under_audit
,wichenford-parish,Wichenford,parish,,,,under_audit
32636,wichling-parish-council,Wichling Parish Council,parish,Kent,South East,,under_audit
,wick-and-abson-parish,Wick and Abson,parish,,,,under_audit
37292,wick-parish-council,Wick Parish Council,parish,Worcestershire,West Midlands,https://wickparishcouncil.gov.uk/,verified
36362,wick-rissington-parish-council,Wick Rissington Parish Council,parish,,Yorkshire and the Humber,,under_audit
