PAR25CD,PAR25NM,PAR25NMW,LAD25CD,LAD25NM,LAD25NMW,ObjectId
E04005488,Wistow,,E07000131,Harborough,,7058
E04005489,Withcote,,E07000131,Harborough,,7059
E04005490,Great Bowden,,E07000131,Harborough,,7060
E04012329,Bitteswell with Bittesby,,E07000131,Harborough,,7061
E04012330,Broughton Astley,,E07000131,Harborough,,7062
E04012331,Dunton Bassett,,E07000131,Harborough,,7063
E04012795,Houghton on the Hill,,E07000131,Harborough,,7064
E04005302,Bispham,,E07000127,West Lancashire,,7065
E04005206,Tatham,,E07000121,Lancaster,,7066
E04005401,Ashby Magna,,E07000131,Harborough,,7067
E04005303,Burscough,,E07000127,West Lancashire,,7068
E04005207,Thurnham,,E07000121,Lancaster,,7069
E04005402,Ashby Parva,,E07000131,Harborough,,7070
E04005304,Dalton,,E07000127,West Lancashire,,7071
E04005208,Tunstall,,E07000121,Lancaster,,7072
E04005403,Billesdon,,E07000131,Harborough,,7073
E04005550,Coleorton,,E07000134,North West Leicestershire,,7074
E04005305,Downholland,,E07000127,West Lancashire,,7075
E04005209,Warton,,E07000121,Lancaster,,7076
E04005406,Blaston,,E07000131,Harborough,,7077
E04005551,Heather,,E07000134,North West Leicestershire,,7078
E04005306,Great Altcar,,E07000127,West Lancashire,,7079
E04005210,Wennington,,E07000121,Lancaster,,7080
E04005407,Bringhurst,,E07000131,Harborough,,7081
E04005552,Ibstock,,E07000134,North West Leicestershire,,7082
E04005307,Halsall,,E07000127,West Lancashire,,7083
E04005211,Whittington,,E07000121,Lancaster,,7084
E04005409,Bruntingthorpe,,E07000131,Harborough,,7085
E04005553,Isley cum Langley,,E07000134,North West Leicestershire,,7086
E04005308,Hesketh-with-Becconsall,,E07000127,West Lancashire,,7087
E04005212,Wray-with-Botton,,E07000121,Lancaster,,7088
E04005410,Burton Overy,,E07000131,Harborough,,7089
E04005554,Kegworth,,E07000134,North West Leicestershire,,7090
E04005309,Lathom,,E07000127,West Lancashire,,7091
E04012009,Morecambe,,E07000121,Lancaster,,7092
E04005411,Carlton Curlieu,,E07000131,Harborough,,7093
E04005555,Lockington-Hemington,,E07000134,North West Leicestershire,,7094
E04005310,Newburgh,,E07000127,West Lancashire,,7095
E04012674,Aldcliffe-with-Stodday,,E07000121,Lancaster,,7096
E04005412,Catthorpe,,E07000131,Harborough,,7097
E04005556,Long Whatton and Diseworth,,E07000134,North West Leicestershire,,7098
E04005557,Measham,,E07000134,North West Leicestershire,,7099
E04005558,Normanton le Heath,,E07000134,North West Leicestershire,,7100
E04005559,Oakthorpe and Donisthorpe,,E07000134,North West Leicestershire,,7101
E04005560,Osgathorpe,,E07000134,North West Leicestershire,,7102
E04005561,Packington,,E07000134,North West Leicestershire,,7103
E04005562,Ravenstone with Snibstone,,E07000134,North West Leicestershire,,7104
E04005563,Snarestone,,E07000134,North West Leicestershire,,7105
E04005564,Staunton Harold,,E07000134,North West Leicestershire,,7106
E04005565,Stretton en le Field,,E07000134,North West Leicestershire,,7107
E04005566,Swannington,,E07000134,North West Leicestershire,,7108
E04005567,Swepstone and Newton Burgoland,,E07000134,North West Leicestershire,,7109
E04005568,Worthington,,E07000134,North West Leicestershire,,7110
E04012147,Hugglescote and Donington le Heath,,E07000134,North West Leicestershire,,7111
E04012148,Ellistown and Battleflat,,E07000134,North West Leicestershire,,7112
E04012149,Whitwick,,E07000134,North West Leicestershire,,7113
E04005570,Algarkirk,,E07000136,Boston,,7114
E04005571,Amber Hill,,E07000136,Boston,,7115
E04005572,Benington,,E07000136,Boston,,7116
E04005573,Bicker,,E07000136,Boston,,7117
E04005574,Butterwick,,E07000136,Boston,,7118
E04005575,Fishtoft,,E07000136,Boston,,7119
E04005576,Fosdyke,,E07000136,Boston,,7120
E04005577,Frampton,,E07000136,Boston,,7121
E04005578,Freiston,,E07000136,Boston,,7122
E04005579,Holland Fen with Brothertoft,,E07000136,Boston,,7123
E04005580,Kirton,,E07000136,Boston,,7124
E04005581,Leverton,,E07000136,Boston,,7125
E04005582,Old Leake,,E07000136,Boston,,7126
E04005413,Claybrooke Magna,,E07000131,Harborough,,7127
E04005414,Claybrooke Parva,,E07000131,Harborough,,7128
E04005415,Cold Newton,,E07000131,Harborough,,7129
E04005416,Cotesbach,,E07000131,Harborough,,7130
E04005417,Cranoe,,E07000131,Harborough,,7131
E04005418,Drayton,,E07000131,Harborough,,7132
E04005420,East Langton,,E07000131,Harborough,,7133
E04005421,East Norton,,E07000131,Harborough,,7134
E04005423,Foxton,,E07000131,Harborough,,7135
E04005424,Frisby,,E07000131,Harborough,,7136
E04005425,Frolesworth,,E07000131,Harborough,,7137
E04005426,Gaulby,,E07000131,Harborough,,7138
E04005427,Gilmorton,,E07000131,Harborough,,7139
E04005311,North Meols,,E07000127,West Lancashire,,7140
E04005428,Glooston,,E07000131,Harborough,,7141
E04013418,The Yealands,,E07000121,Lancaster,,7142
E04005312,Parbold,,E07000127,West Lancashire,,7143
E04005429,Goadby,,E07000131,Harborough,,7144
E04005215,Barley-with-Wheatley Booth,,E07000122,Pendle,,7145
E04005313,Rufford,,E07000127,West Lancashire,,7146
E04005430,Great Easton,,E07000131,Harborough,,7147
E04005217,Barrowford,,E07000122,Pendle,,7148
E04005314,Scarisbrick,,E07000127,West Lancashire,,7149
E04005431,Great Glen,,E07000131,Harborough,,7150
E04005218,Blacko,,E07000122,Pendle,,7151
E04005315,Tarleton,,E07000127,West Lancashire,,7152
E04005432,Gumley,,E07000131,Harborough,,7153
E04005220,Foulridge,,E07000122,Pendle,,7154
E04005316,Up Holland,,E07000127,West Lancashire,,7155
E04005433,Hallaton,,E07000131,Harborough,,7156
E04005221,Goldshaw Booth,,E07000122,Pendle,,7157
E04005317,Wrightington,,E07000127,West Lancashire,,7158
E04005434,Horninghold,,E07000131,Harborough,,7159
E04005222,Higham-with-West Close Booth,,E07000122,Pendle,,7160
E04005318,Simonswood,,E07000127,West Lancashire,,7161
E04005319,Hilldale,,E07000127,West Lancashire,,7162
E04005320,Lathom South,,E07000127,West Lancashire,,7163
E04005321,Barnacre-with-Bonds,,E07000128,Wyre,,7164
E04005322,Bleasdale,,E07000128,Wyre,,7165
E04005323,Cabus,,E07000128,Wyre,,7166
E04005324,Catterall,,E07000128,Wyre,,7167
E04005325,Claughton,,E07000128,Wyre,,7168
E04005326,Forton,,E07000128,Wyre,,7169
E04005327,Garstang,,E07000128,Wyre,,7170
E04005328,Great Eccleston,,E07000128,Wyre,,7171
E04005329,Hambleton,,E07000128,Wyre,,7172
E04005330,Inskip-with-Sowerby,,E07000128,Wyre,,7173
E04005331,Kirkland,,E07000128,Wyre,,7174
E04005332,Nateby,,E07000128,Wyre,,7175
E04005333,Nether Wyresdale,,E07000128,Wyre,,7176
E04005334,Out Rawcliffe,,E07000128,Wyre,,7177
E04005335,Pilling,,E07000128,Wyre,,7178
E04005336,Preesall,,E07000128,Wyre,,7179
E04005223,Old Laund Booth,,E07000122,Pendle,,7180
E04005224,Reedley Hallows,,E07000122,Pendle,,7181
E04005225,Roughlee Booth,,E07000122,Pendle,,7182
E04005227,Trawden Forest,,E07000122,Pendle,,7183
E04005228,Brierfield,,E07000122,Pendle,,7184
E04005229,Earby,,E07000122,Pendle,,7185
E04005230,Kelbrook and Sough,,E07000122,Pendle,,7186
E04005231,Laneshaw Bridge,,E07000122,Pendle,,7187
E04005232,Colne,,E07000122,Pendle,,7188
E04005233,Nelson,,E07000122,Pendle,,7189
E04013238,Barnoldswick,,E07000122,Pendle,,7190
E04013239,Salterforth,,E07000122,Pendle,,7191
E04005234,Barton,,E07000123,Preston,,7192
E04005235,Broughton,,E07000123,Preston,,7193
E04005236,Goosnargh,,E07000123,Preston,,7194
E04005237,Grimsargh,,E07000123,Preston,,7195
E04005238,Haighton,,E07000123,Preston,,7196
E04005437,Husbands Bosworth,,E07000131,Harborough,,7197
E04005438,Illston on the Hill,,E07000131,Harborough,,7198
E04005439,Keyham,,E07000131,Harborough,,7199
E04005442,Kimcote and Walton,,E07000131,Harborough,,7200
E04005633,Farlesthorpe,,E07000137,East Lindsey,,7201
E04005634,Firsby,,E07000137,East Lindsey,,7202
E04005635,Fotherby,,E07000137,East Lindsey,,7203
E04005636,Friskney,,E07000137,East Lindsey,,7204
E04005637,Fulletby,,E07000137,East Lindsey,,7205
E04005638,Fulstow,,E07000137,East Lindsey,,7206
E04005639,Gautby,,E07000137,East Lindsey,,7207
E04005640,Gayton le Marsh,,E07000137,East Lindsey,,7208
E04005641,Gayton le Wold,,E07000137,East Lindsey,,7209
E04005642,Goulceby,,E07000137,East Lindsey,,7210
E04005643,Grainsby,,E07000137,East Lindsey,,7211
E04005644,Grainthorpe,,E07000137,East Lindsey,,7212
E04005645,Great Carlton,,E07000137,East Lindsey,,7213
E04005646,Great Steeping,,E07000137,East Lindsey,,7214
E04005647,Great Sturton,,E07000137,East Lindsey,,7215
E04005648,Greetham with Somersby,,E07000137,East Lindsey,,7216
E04005649,Grimoldby,,E07000137,East Lindsey,,7217
E04005650,Hagworthingham,,E07000137,East Lindsey,,7218
E04005651,Hainton,,E07000137,East Lindsey,,7219
E04005652,Hallington,,E07000137,East Lindsey,,7220
E04005653,Haltham,,E07000137,East Lindsey,,7221
E04005654,Halton Holegate,,E07000137,East Lindsey,,7222
E04005655,Hameringham,,E07000137,East Lindsey,,7223
E04005656,Hannah cum Hagnaby,,E07000137,East Lindsey,,7224
E04005657,Harrington,,E07000137,East Lindsey,,7225
E04005658,Hatton,,E07000137,East Lindsey,,7226
E04005659,Haugh,,E07000137,East Lindsey,,7227
E04005660,Haugham,,E07000137,East Lindsey,,7228
E04005784,Billinghay,,E07000139,North Kesteven,,7229
E04005733,Stixwould and Woodhall,,E07000137,East Lindsey,,7230
E04005583,Sutterton,,E07000136,Boston,,7231
E04005661,Hemingby,,E07000137,East Lindsey,,7232
E04005662,High Toynton,,E07000137,East Lindsey,,7233
E04005663,Hogsthorpe,,E07000137,East Lindsey,,7234
E04005664,Holton le Clay,,E07000137,East Lindsey,,7235
E04005665,Horncastle,,E07000137,East Lindsey,,7236
E04005666,Horsington,,E07000137,East Lindsey,,7237
E04005667,Hundleby,,E07000137,East Lindsey,,7238
E04005668,Huttoft,,E07000137,East Lindsey,,7239
E04005669,Ingoldmells,,E07000137,East Lindsey,,7240
E04005670,Irby in the Marsh,,E07000137,East Lindsey,,7241
E04005671,Keddington,,E07000137,East Lindsey,,7242
E04005672,Kirkby on Bain,,E07000137,East Lindsey,,7243
E04005673,Langriville,,E07000137,East Lindsey,,7244
E04005674,Langton,,E07000137,East Lindsey,,7245
E04005675,Langton by Spilsby,,E07000137,East Lindsey,,7246
E04005676,Langton by Wragby,,E07000137,East Lindsey,,7247
E04005677,Legbourne,,E07000137,East Lindsey,,7248
E04005678,Little Carlton,,E07000137,East Lindsey,,7249
E04005679,Little Cawthorpe,,E07000137,East Lindsey,,7250
E04005680,Little Steeping,,E07000137,East Lindsey,,7251
E04005681,Louth,,E07000137,East Lindsey,,7252
E04005682,Low Toynton,,E07000137,East Lindsey,,7253
E04005683,Ludborough,,E07000137,East Lindsey,,7254
E04005838,Temple Bruer with Temple High Grange,,E07000139,North Kesteven,,7255
E04005933,Pickworth,,E07000141,South Kesteven,,7256
E04005734,Strubby with Woodthorpe,,E07000137,East Lindsey,,7257
E04005684,Ludford,,E07000137,East Lindsey,,7258
E04005840,Threekingham,,E07000139,North Kesteven,,7259
E04005584,Swineshead,,E07000136,Boston,,7260
E04005785,Blankney,,E07000139,North Kesteven,,7261
E04005735,Swaby,,E07000137,East Lindsey,,7262
E04005685,Lusby with Winceby,,E07000137,East Lindsey,,7263
E04005841,Thurlby,,E07000139,North Kesteven,,7264
E04005934,Pointon and Sempringham,,E07000141,South Kesteven,,7265
E04005585,Wigtoft,,E07000136,Boston,,7266
E04005786,Boothby Graffoe,,E07000139,North Kesteven,,7267
E04005736,Tathwell,,E07000137,East Lindsey,,7268
E04005686,Mablethorpe and Sutton,,E07000137,East Lindsey,,7269
E04005842,Timberland,,E07000139,North Kesteven,,7270
E04005935,Rippingale,,E07000141,South Kesteven,,7271
E04005586,Wrangle,,E07000136,Boston,,7272
E04005787,Bracebridge Heath,,E07000139,North Kesteven,,7273
E04005737,Tattershall,,E07000137,East Lindsey,,7274
E04005687,Maidenwell,,E07000137,East Lindsey,,7275
E04005843,Waddington,,E07000139,North Kesteven,,7276
E04005936,Ropsley and Humby,,E07000141,South Kesteven,,7277
E04005587,Wyberton,,E07000136,Boston,,7278
E04005788,Branston and Mere,,E07000139,North Kesteven,,7279
E04005738,Tattershall Thorpe,,E07000137,East Lindsey,,7280
E04005688,Maltby le Marsh,,E07000137,East Lindsey,,7281
E04005844,Walcot near Folkingham,,E07000139,North Kesteven,,7282
E04005937,Sedgebrook,,E07000141,South Kesteven,,7283
E04005588,Aby with Greenfield,,E07000137,East Lindsey,,7284
E04005789,Brant Broughton and Stragglethorpe,,E07000139,North Kesteven,,7285
E04005739,Tetford,,E07000137,East Lindsey,,7286
E04005689,Manby,,E07000137,East Lindsey,,7287
E04005845,Walcott,,E07000139,North Kesteven,,7288
E04005938,Skillington,,E07000141,South Kesteven,,7289
E04005589,Addlethorpe,,E07000137,East Lindsey,,7290
E04005791,Burton Pedwardine,,E07000139,North Kesteven,,7291
E04005740,Tetney,,E07000137,East Lindsey,,7292
E04005690,Mareham le Fen,,E07000137,East Lindsey,,7293
E04005846,Washingborough,,E07000139,North Kesteven,,7294
E04005939,South Witham,,E07000141,South Kesteven,,7295
E04005590,Alford,,E07000137,East Lindsey,,7296
E04005792,Canwick,,E07000139,North Kesteven,,7297
E04005741,Theddlethorpe All Saints,,E07000137,East Lindsey,,7298
E04005742,Theddlethorpe St Helen,,E07000137,East Lindsey,,7299
E04005743,Thimbleby,,E07000137,East Lindsey,,7300
E04005744,Thornton le Fen,,E07000137,East Lindsey,,7301
E04005745,Thorpe St. Peter,,E07000137,East Lindsey,,7302
E04005746,Toynton All Saints,,E07000137,East Lindsey,,7303
E04005747,Toynton St Peter,,E07000137,East Lindsey,,7304
E04005748,Tumby,,E07000137,East Lindsey,,7305
E04005749,Tupholme,,E07000137,East Lindsey,,7306
E04005750,Ulceby with Fordington,,E07000137,East Lindsey,,7307
E04005751,Utterby,,E07000137,East Lindsey,,7308
E04005752,Waddingworth,,E07000137,East Lindsey,,7309
E04005753,Wainfleet All Saints,,E07000137,East Lindsey,,7310
E04005754,Wainfleet St Mary,,E07000137,East Lindsey,,7311
E04005755,Waithe,,E07000137,East Lindsey,,7312
E04005756,Walmsgate,,E07000137,East Lindsey,,7313
E04005757,Well,,E07000137,East Lindsey,,7314
E04005758,Welton le Marsh,,E07000137,East Lindsey,,7315
E04005759,Welton le Wold,,E07000137,East Lindsey,,7316
E04005760,West Ashby,,E07000137,East Lindsey,,7317
E04005761,West Barkwith,,E07000137,East Lindsey,,7318
E04005762,West Fen,,E07000137,East Lindsey,,7319
E04005763,West Keal,,E07000137,East Lindsey,,7320
E04005764,West Torrington,,E07000137,East Lindsey,,7321
E04005765,Wildmore,,E07000137,East Lindsey,,7322
E04005766,Willoughby with Sloothby,,E07000137,East Lindsey,,7323
E04005767,Withcall,,E07000137,East Lindsey,,7324
E04005768,Withern with Stain,,E07000137,East Lindsey,,7325
E04005769,Wood Enderby,,E07000137,East Lindsey,,7326
E04005770,Woodhall Spa,,E07000137,East Lindsey,,7327
E04005771,Wragby,,E07000137,East Lindsey,,7328
E04005772,Wyham cum Cadeby,,E07000137,East Lindsey,,7329
E04005773,Yarburgh,,E07000137,East Lindsey,,7330
E04005774,Saltfleetby,,E07000137,East Lindsey,,7331
E04005775,Frithville and Westville,,E07000137,East Lindsey,,7332
E04005776,Anwick,,E07000139,North Kesteven,,7333
E04005777,Asgarby and Howell,,E07000139,North Kesteven,,7334
E04005778,Ashby de la Launde and Bloxholm,,E07000139,North Kesteven,,7335
E04005779,Aswarby and Swarby,,E07000139,North Kesteven,,7336
E04005781,Aunsby and Dembleby,,E07000139,North Kesteven,,7337
E04005782,Bassingham,,E07000139,North Kesteven,,7338
E04005783,Beckingham,,E07000139,North Kesteven,,7339
E04005793,Carlton-le-Moorland,,E07000139,North Kesteven,,7340
E04005591,Alvingham,,E07000137,East Lindsey,,7341
E04005691,Mareham on the Hill,,E07000137,East Lindsey,,7342
E04005940,Stamford,,E07000141,South Kesteven,,7343
E04005794,Coleby,,E07000139,North Kesteven,,7344
E04005847,Welbourn,,E07000139,North Kesteven,,7345
E04005592,Anderby,,E07000137,East Lindsey,,7346
E04005692,Markby,,E07000137,East Lindsey,,7347
E04005941,Stoke Rochford,,E07000141,South Kesteven,,7348
E04005796,Culverthorpe and Kelby,,E07000139,North Kesteven,,7349
E04005848,Wellingore,,E07000139,North Kesteven,,7350
E04005593,Ashby with Scremby,,E07000137,East Lindsey,,7351
E04005693,Market Stainton,,E07000137,East Lindsey,,7352
E04005942,Stubton,,E07000141,South Kesteven,,7353
E04005797,Digby,,E07000139,North Kesteven,,7354
E04005849,Wilsford,,E07000139,North Kesteven,,7355
E04005594,Asterby,,E07000137,East Lindsey,,7356
E04005694,Marshchapel,,E07000137,East Lindsey,,7357
E04005943,Swayfield,,E07000141,South Kesteven,,7358
E04005799,Dogdyke,,E07000139,North Kesteven,,7359
E04005850,Witham St. Hughs,,E07000139,North Kesteven,,7360
E04005595,Aswardby,,E07000137,East Lindsey,,7361
E04005596,Authorpe,,E07000137,East Lindsey,,7362
E04005597,Baumber,,E07000137,East Lindsey,,7363
E04005598,Beesby with Saleby,,E07000137,East Lindsey,,7364
E04005599,Belchford,,E07000137,East Lindsey,,7365
E04005600,Belleau,,E07000137,East Lindsey,,7366
E04005601,Benniworth,,E07000137,East Lindsey,,7367
E04005602,Bilsby,,E07000137,East Lindsey,,7368
E04005603,Binbrook,,E07000137,East Lindsey,,7369
E04005604,Bolingbroke,,E07000137,East Lindsey,,7370
E04005605,Brackenborough with Little Grimsby,,E07000137,East Lindsey,,7371
E04005606,Bratoft,,E07000137,East Lindsey,,7372
E04005607,Brinkhill,,E07000137,East Lindsey,,7373
E04005608,Bucknall,,E07000137,East Lindsey,,7374
E04005609,Burgh le Marsh,,E07000137,East Lindsey,,7375
E04005610,Burgh on Bain,,E07000137,East Lindsey,,7376
E04005611,Burwell,,E07000137,East Lindsey,,7377
E04005612,Calcethorpe with Kelstern,,E07000137,East Lindsey,,7378
E04005613,Candlesby with Gunby,,E07000137,East Lindsey,,7379
E04005614,Carrington and New Bolingbroke,,E07000137,East Lindsey,,7380
E04005615,Chapel St. Leonards,,E07000137,East Lindsey,,7381
E04005616,Claxby St Andrew,,E07000137,East Lindsey,,7382
E04005617,Claxby with Moorby,,E07000137,East Lindsey,,7383
E04005618,Claythorpe,,E07000137,East Lindsey,,7384
E04005619,Coningsby,,E07000137,East Lindsey,,7385
E04005620,Conisholme,,E07000137,East Lindsey,,7386
E04005621,Covenham St Bartholomew,,E07000137,East Lindsey,,7387
E04005622,Covenham St Mary,,E07000137,East Lindsey,,7388
E04005623,Croft,,E07000137,East Lindsey,,7389
E04005624,Cumberworth,,E07000137,East Lindsey,,7390
E04005625,Dalby,,E07000137,East Lindsey,,7391
E04005626,Donington on Bain,,E07000137,East Lindsey,,7392
E04005627,East Barkwith,,E07000137,East Lindsey,,7393
E04005628,East Keal,,E07000137,East Lindsey,,7394
E04005629,East Kirkby,,E07000137,East Lindsey,,7395
E04005630,Eastville,,E07000137,East Lindsey,,7396
E04005631,Edlington with Wispington,,E07000137,East Lindsey,,7397
E04005632,Elkington,,E07000137,East Lindsey,,7398
E04005883,Boothby Pagnell,,E07000141,South Kesteven,,7399
E04012154,Aubourn with Haddington,,E07000139,North Kesteven,,7400
E04012155,"Cranwell, Brauncewell and Byard's Leap",,E07000139,North Kesteven,,7401
E04012156,Doddington and Whisby,,E07000139,North Kesteven,,7402
E04012157,North Hykeham,,E07000139,North Kesteven,,7403
E04012158,South Hykeham,,E07000139,North Kesteven,,7404
E04012159,Thorpe on the Hill,,E07000139,North Kesteven,,7405
E04005851,Cowbit,,E07000140,South Holland,,7406
E04005852,Crowland,,E07000140,South Holland,,7407
E04005853,Deeping St Nicholas,,E07000140,South Holland,,7408
E04005854,Donington,,E07000140,South Holland,,7409
E04005855,Fleet,,E07000140,South Holland,,7410
E04005856,Gedney,,E07000140,South Holland,,7411
E04005857,Gedney Hill,,E07000140,South Holland,,7412
E04005858,Gosberton,,E07000140,South Holland,,7413
E04005859,Holbeach,,E07000140,South Holland,,7414
E04005860,Little Sutton,,E07000140,South Holland,,7415
E04005861,Long Sutton,,E07000140,South Holland,,7416
E04005862,Lutton,,E07000140,South Holland,,7417
E04005863,The Moultons,,E07000140,South Holland,,7418
E04005884,Bourne,,E07000141,South Kesteven,,7419
E04005864,Pinchbeck,,E07000140,South Holland,,7420
E04005800,Dorrington,,E07000139,North Kesteven,,7421
E04005885,Braceborough and Wilsthorpe,,E07000141,South Kesteven,,7422
E04005695,Mavis Enderby,,E07000137,East Lindsey,,7423
E04005944,Swinstead,,E07000141,South Kesteven,,7424
E04005865,Quadring,,E07000140,South Holland,,7425
E04005945,Syston,,E07000141,South Kesteven,,7426
E04005886,Braceby and Sapperton,,E07000141,South Kesteven,,7427
E04005866,Surfleet,,E07000140,South Holland,,7428
E04005946,Tallington,,E07000141,South Kesteven,,7429
E04005696,Midville,,E07000137,East Lindsey,,7430
E04005801,Dunston,,E07000139,North Kesteven,,7431
E04005697,Minting,,E07000137,East Lindsey,,7432
E04005802,Eagle and Swinethorpe,,E07000139,North Kesteven,,7433
E04005698,Muckton,,E07000137,East Lindsey,,7434
E04005803,Ewerby and Evedon,,E07000139,North Kesteven,,7435
E04005699,Mumby,,E07000137,East Lindsey,,7436
E04005947,Thurlby,,E07000141,South Kesteven,,7437
E04005804,Great Hale,,E07000139,North Kesteven,,7438
E04005887,Burton Coggles,,E07000141,South Kesteven,,7439
E04005867,Sutton Bridge,,E07000140,South Holland,,7440
E04005700,New Leake,,E07000137,East Lindsey,,7441
E04005948,Toft with Lound and Manthorpe,,E07000141,South Kesteven,,7442
E04005805,Harmston,,E07000139,North Kesteven,,7443
E04005888,Careby Aunby and Holywell,,E07000141,South Kesteven,,7444
E04005868,Sutton St Edmund,,E07000140,South Holland,,7445
E04005701,North Cotes,,E07000137,East Lindsey,,7446
E04005949,Uffington,,E07000141,South Kesteven,,7447
E04005806,Heckington,,E07000139,North Kesteven,,7448
E04005889,Carlby,,E07000141,South Kesteven,,7449
E04005869,Sutton St James,,E07000140,South Holland,,7450
E04005702,North Cockerington,,E07000137,East Lindsey,,7451
E04005950,Welby,,E07000141,South Kesteven,,7452
E04005807,Heighington,,E07000139,North Kesteven,,7453
E04005890,Carlton Scroop,,E07000141,South Kesteven,,7454
E04005870,Tydd St Mary,,E07000140,South Holland,,7455
E04005703,North Ormsby,,E07000137,East Lindsey,,7456
E04005951,West Deeping,,E07000141,South Kesteven,,7457
E04005952,Westborough and Dry Doddington,,E07000141,South Kesteven,,7458
E04005953,Witham on the Hill,,E07000141,South Kesteven,,7459
E04005954,Woolsthorpe By Belvoir,,E07000141,South Kesteven,,7460
E04005955,Wyville cum Hungerton,,E07000141,South Kesteven,,7461
E04013441,Grantham,,E07000141,South Kesteven,,7462
E04005956,Aisthorpe,,E07000142,West Lindsey,,7463
E04005957,Apley,,E07000142,West Lindsey,,7464
E04005958,Bardney,,E07000142,West Lindsey,,7465
E04005959,Barlings,,E07000142,West Lindsey,,7466
E04005960,Bigby,,E07000142,West Lindsey,,7467
E04005961,Bishop Norton,,E07000142,West Lindsey,,7468
E04005962,Blyborough,,E07000142,West Lindsey,,7469
E04005963,Blyton,,E07000142,West Lindsey,,7470
E04005964,Brampton,,E07000142,West Lindsey,,7471
E04005965,Brattleby,,E07000142,West Lindsey,,7472
E04005966,Broadholme,,E07000142,West Lindsey,,7473
E04005967,Brocklesby,,E07000142,West Lindsey,,7474
E04005968,Broxholme,,E07000142,West Lindsey,,7475
E04005969,Bullington,,E07000142,West Lindsey,,7476
E04005970,Burton,,E07000142,West Lindsey,,7477
E04005971,Buslingthorpe,,E07000142,West Lindsey,,7478
E04005972,Cabourne,,E07000142,West Lindsey,,7479
E04005973,Caenby,,E07000142,West Lindsey,,7480
E04005974,Caistor,,E07000142,West Lindsey,,7481
E04005975,Cammeringham,,E07000142,West Lindsey,,7482
E04005976,Cherry Willingham,,E07000142,West Lindsey,,7483
E04005977,Claxby,,E07000142,West Lindsey,,7484
E04005978,Cold Hanworth,,E07000142,West Lindsey,,7485
E04005979,Corringham,,E07000142,West Lindsey,,7486
E04005980,Dunholme,,E07000142,West Lindsey,,7487
E04005981,East Ferry,,E07000142,West Lindsey,,7488
E04005704,North Somercotes,,E07000137,East Lindsey,,7489
E04005871,Weston,,E07000140,South Holland,,7490
E04005808,Helpringham,,E07000139,North Kesteven,,7491
E04005705,North Thoresby,,E07000137,East Lindsey,,7492
E04005872,Whaplode,,E07000140,South Holland,,7493
E04005809,Kirkby la Thorpe,,E07000139,North Kesteven,,7494
E04005706,Orby,,E07000137,East Lindsey,,7495
E04005891,Castle Bytham,,E07000141,South Kesteven,,7496
E04005873,Allington,,E07000141,South Kesteven,,7497
E04005810,Leadenham,,E07000139,North Kesteven,,7498
E04005707,Partney,,E07000137,East Lindsey,,7499
E04005892,Caythorpe,,E07000141,South Kesteven,,7500
E04005874,Ancaster,,E07000141,South Kesteven,,7501
E04005811,Leasingham,,E07000139,North Kesteven,,7502
E04005708,Raithby,,E07000137,East Lindsey,,7503
E04005893,Claypole,,E07000141,South Kesteven,,7504
E04005875,Aslackby and Laughton,,E07000141,South Kesteven,,7505
E04005812,Little Hale,,E07000139,North Kesteven,,7506
E04005709,Raithby cum Maltby,,E07000137,East Lindsey,,7507
E04005894,Colsterworth,,E07000141,South Kesteven,,7508
E04005876,Barholm and Stowe,,E07000141,South Kesteven,,7509
E04005813,Martin,,E07000139,North Kesteven,,7510
E04005710,Ranby,,E07000137,East Lindsey,,7511
E04005895,Corby Glen,,E07000141,South Kesteven,,7512
E04005877,Barkston,,E07000141,South Kesteven,,7513
E04005814,Metheringham,,E07000139,North Kesteven,,7514
E04005711,Reston,,E07000137,East Lindsey,,7515
E04005896,Counthorpe and Creeton,,E07000141,South Kesteven,,7516
E04005878,Barrowby,,E07000141,South Kesteven,,7517
E04005815,Navenby,,E07000139,North Kesteven,,7518
E04005712,Revesby,,E07000137,East Lindsey,,7519
E04005897,Deeping St James,,E07000141,South Kesteven,,7520
E04005879,Baston,,E07000141,South Kesteven,,7521
E04005816,Newton and Haceby,,E07000139,North Kesteven,,7522
E04005817,Nocton,,E07000139,North Kesteven,,7523
E04005819,North Kyme,,E07000139,North Kesteven,,7524
E04005820,North Rauceby,,E07000139,North Kesteven,,7525
E04005821,North Scarle,,E07000139,North Kesteven,,7526
E04005822,Norton Disney,,E07000139,North Kesteven,,7527
E04005823,Osbournby,,E07000139,North Kesteven,,7528
E04005824,Potter Hanworth,,E07000139,North Kesteven,,7529
E04005825,Rowston,,E07000139,North Kesteven,,7530
E04005826,Roxholm,,E07000139,North Kesteven,,7531
E04005827,Ruskington,,E07000139,North Kesteven,,7532
E04005828,Scopwick,,E07000139,North Kesteven,,7533
E04005829,Scredington,,E07000139,North Kesteven,,7534
E04005830,Silk Willoughby,,E07000139,North Kesteven,,7535
E04005831,Skellingthorpe,,E07000139,North Kesteven,,7536
E04005832,Sleaford,,E07000139,North Kesteven,,7537
E04005833,South Kyme,,E07000139,North Kesteven,,7538
E04005834,South Rauceby,,E07000139,North Kesteven,,7539
E04005835,Stapleford,,E07000139,North Kesteven,,7540
E04005836,Swaton,,E07000139,North Kesteven,,7541
